run_id,id,n_rows,duration_s,speed_p85,path_m,too_short,stationary,keep
1,18527,103,10.199999999999818,1.6586502970653783,15.379293276404134,False,False,True
1,18528,25,2.3999999999998636,1.5285345517477893,3.3945612756520336,True,True,False
1,18529,18,1.699999999999818,1.2210882846988558,2.0129937010296755,True,True,False
1,18530,88,8.700000000000045,0.11942440553802028,0.6024907319189701,True,True,False
1,18531,53,5.2000000000000455,1.976234579732509,9.442398168900025,True,False,False
1,18532,59,5.7999999999999545,2.797518549439103,14.522539742374256,True,False,False
1,18533,2,0.10000000000013642,0.9577658371535149,0.09340428092050465,True,True,False
1,18534,107,11.300000000000182,2.1816752892899713,21.645372376038864,False,False,True
1,18535,200,19.90000000000009,0.14232088073414015,1.8236240419846712,False,True,False
1,18536,13,1.2000000000000455,0.7392970479371359,0.8867274276845599,True,True,False
1,18537,109,10.800000000000182,1.7766188000076681,17.151935384235756,False,False,True
1,18538,4,0.2999999999999545,0.14944261769438352,0.04478259943066038,True,True,False
1,18539,7,0.599999999999909,0.2947871340059695,0.17675124291866834,True,True,False
1,18540,44,4.400000000000091,2.2653627939346612,9.09706883773484,True,False,False
1,18541,2,0.09999999999990905,0.05924936863977597,0.005930680567989436,True,True,False
1,18542,29,2.7999999999999545,1.7214060962685978,3.991477966593527,True,True,False
1,18543,77,7.600000000000136,1.6889903320182007,12.087149610548082,True,False,False
1,18544,38,3.7000000000000455,1.6678239411509035,5.452485352056797,True,True,False
1,18545,9,0.7999999999999545,0.5116815471283302,0.40844726759819183,True,True,False
1,18546,236,23.5,0.14000328303069914,1.7853346319039352,False,True,False
1,18547,641,64.0,0.009330691929401,0.2646939231164342,False,True,False
1,18548,4,0.2999999999999545,0.3710214397189395,0.11125121141414876,True,True,False
1,18549,3,0.20000000000004547,0.12525389614988852,0.025050779229976405,True,True,False
1,18550,11,1.0,0.6105125277556516,0.6093993769704296,True,True,False
1,18551,77,7.600000000000136,2.4287973428599896,16.777797705673034,True,False,False
1,18552,44,4.300000000000182,2.059018532873095,7.117350916816153,True,True,False
1,18553,29,2.7999999999999545,1.7548377285428758,4.185412016234868,True,True,False
1,18554,164,19.200000000000045,1.786700786009632,17.200430196387174,False,False,True
1,18555,56,5.599999999999909,1.912302806551072,9.2952780208961,True,False,False
