polygon_id,vertex_index,x,y,kind,area_m2,buffer_m,m_per_px
0,136,82.5627,27.3033,outer,7994.789999999999,1.5,0.13063734
0,137,75.63900000000001,29.915999999999997,outer,7994.789999999999,1.5,0.13063734
0,138,70.6749,48.98909999999999,outer,7994.789999999999,1.5,0.13063734
0,139,66.75569999999999,48.7278,outer,7994.789999999999,1.5,0.13063734
0,140,65.0574,50.687400000000004,outer,7994.789999999999,1.5,0.13063734
0,141,69.36840000000001,54.2145,outer,7994.789999999999,1.5,0.13063734
0,142,64.7961,69.2379,outer,7994.789999999999,1.5,0.13063734
0,143,56.174099999999996,71.4585,outer,7994.789999999999,1.5,0.13063734
0,144,47.552099999999996,70.6749,outer,7994.789999999999,1.5,0.13063734
0,145,0.0,56.0433,outer,7994.789999999999,1.5,0.13063734
